Order_ID,Order_Date,Customer_ID,Product_ID,Quantity,Discount,Amount,Rating,Payment_Method
O00771,2026-05-24,C0123,P012,1,0.1,2249.1,4,UPI
O00772,2026-07-25,C0084,P021,3,0.1,1347.3,5,Cash
O00773,2026-05-25,C0258,P018,4,0.05,4936.2,5,Cash
O00774,2026-06-24,C0024,P030,4,0.0,11996.0,4,Debit Card
O00775,2026-01-18,C0195,P008,4,0.05,8736.2,5,Credit Card
O00776,2026-07-24,C0208,P010,3,0.15,1782.45,5,Net Banking
O00777,2026-05-18,C0044,P022,1,0.1,629.1,4,UPI
O00778,2026-04-13,C0006,P027,3,0.0,747.0,5,Credit Card
O00779,2026-05-02,C0056,P015,3,0.1,4857.3,4,Net Banking
O00780,2026-03-10,C0025,P009,2,0.05,5698.1,4,Credit Card
O00781,2026-03-02,C0096,P010,2,0.1,1258.2,4,Credit Card
O00782,2026-08-02,C0047,P015,2,0.1,3238.2,3,UPI
O00783,2026-01-31,C0255,P007,1,0.15,1359.15,5,Net Banking
O00784,2026-09-03,C0038,P019,1,0.15,594.15,4,Debit Card
O00785,2026-05-07,C0180,P013,3,0.15,3822.45,4,Net Banking
O00786,2026-03-13,C0242,P002,4,0.05,9496.2,5,Credit Card
O00787,2026-01-14,C0025,P009,4,0.15,10196.6,5,UPI
O00788,2026-05-09,C0250,P006,3,0.15,10197.45,5,Credit Card
O00789,2026-04-28,C0202,P010,1,0.15,594.15,4,UPI
O00790,2026-01-04,C0076,P015,2,0.15,3058.3,5,Debit Card
O00791,2026-04-03,C0076,P015,3,0.05,5127.15,5,Credit Card
O00792,2026-03-10,C0238,P021,4,0.1,1796.4,4,Cash
O00793,2026-04-19,C0245,P014,2,0.15,1358.3,5,Debit Card
O00794,2026-04-04,C0181,P010,4,0.1,2516.4,4,Net Banking
O00795,2026-02-03,C0054,P027,2,0.0,498.0,5,Credit Card
O00796,2026-05-23,C0161,P020,4,0.15,15296.6,4,Credit Card
O00797,2026-05-02,C0162,P019,1,0.05,664.05,4,Credit Card
O00798,2026-08-17,C0048,P016,3,0.15,22947.45,4,Net Banking
O00799,2026-08-08,C0116,P003,1,0.15,2974.15,3,Credit Card
O00800,2026-01-16,C0298,P018,2,0.1,2338.2,4,UPI
O00801,2026-04-26,C0138,P012,3,0.1,6747.3,4,Net Banking
O00802,2026-05-23,C0253,P004,3,0.1,4047.3,1,UPI
O00803,2026-03-31,C0242,P029,2,0.05,1708.1,5,Debit Card
O00804,2026-04-01,C0162,P011,3,0.15,7647.45,5,Cash
O00805,2026-08-16,C0004,P010,1,0.15,594.15,5,Cash
O00806,2026-06-11,C0263,P004,2,0.05,2848.1,5,Debit Card
O00807,2026-04-18,C0036,P024,4,0.0,2396.0,3,Debit Card
O00808,2026-02-28,C0083,P008,3,0.1,6207.3,5,Debit Card
O00809,2026-06-04,C0020,P025,4,0.1,5396.4,5,Debit Card
O00810,2026-07-11,C0040,P024,4,0.15,2036.6,4,UPI
O00811,2026-02-02,C0107,P023,2,0.1,1438.2,5,UPI
O00812,2026-02-23,C0272,P026,2,0.15,338.3,3,UPI
O00813,2026-08-28,C0041,P025,4,0.0,5996.0,2,Cash
O00814,2026-05-15,C0236,P024,1,0.0,599.0,4,Credit Card
O00815,2026-01-22,C0288,P009,4,0.1,10796.4,4,Debit Card
O00816,2026-04-24,C0252,P030,2,0.05,5698.1,5,Credit Card
O00817,2026-01-08,C0134,P024,1,0.1,539.1,5,Debit Card
O00818,2026-08-10,C0041,P016,4,0.15,30596.6,5,Net Banking
O00819,2026-08-28,C0255,P011,3,0.15,7647.45,3,Net Banking
O00820,2026-02-15,C0138,P009,4,0.15,10196.6,5,Net Banking
O00821,2026-03-21,C0300,P008,3,0.15,5862.45,5,UPI
O00822,2026-04-24,C0189,P020,3,0.1,12147.3,4,Credit Card
O00823,2026-03-19,C0156,P001,1,0.0,1999.0,5,Credit Card
O00824,2026-03-30,C0129,P020,3,0.15,11472.45,5,Cash
O00825,2026-08-31,C0237,P025,4,0.1,5396.4,1,Cash
O00826,2026-07-24,C0078,P013,3,0.05,4272.15,5,Net Banking
O00827,2026-04-06,C0215,P017,2,0.15,12748.3,5,Cash
O00828,2026-04-12,C0094,P018,2,0.05,2468.1,5,Cash
O00829,2026-08-01,C0243,P004,4,0.05,5696.2,4,Cash
O00830,2026-06-10,C0213,P002,2,0.1,4498.2,4,Net Banking
O00831,2026-07-27,C0015,P029,3,0.15,2292.45,4,UPI
O00832,2026-02-16,C0150,P028,2,0.1,898.2,3,Cash
O00833,2026-06-08,C0251,P001,4,0.1,7196.4,5,Cash
O00834,2026-02-18,C0043,P018,3,0.0,3897.0,3,Net Banking
O00835,2026-01-06,C0143,P011,2,0.0,5998.0,4,Credit Card
O00836,2026-07-03,C0161,P023,4,0.0,3196.0,4,Credit Card
O00837,2026-01-04,C0166,P025,4,0.05,5696.2,4,Debit Card
O00838,2026-07-21,C0009,P019,4,0.1,2516.4,4,UPI
O00839,2026-03-26,C0102,P010,1,0.05,664.05,2,Cash
O00840,2026-01-19,C0275,P007,4,0.05,6076.2,4,Debit Card
O00841,2026-07-29,C0056,P017,4,0.0,29996.0,3,Credit Card
O00842,2026-04-09,C0097,P030,4,0.05,11396.2,5,UPI
O00843,2026-02-20,C0200,P020,4,0.0,17996.0,5,Credit Card
O00844,2026-05-02,C0046,P029,4,0.1,3236.4,5,Credit Card
O00845,2026-06-11,C0119,P026,1,0.0,199.0,4,Debit Card
O00846,2026-02-20,C0244,P021,3,0.0,1497.0,5,Credit Card
O00847,2026-09-07,C0066,P002,1,0.05,2374.05,5,Debit Card
O00848,2026-01-04,C0282,P003,2,0.1,6298.2,5,Cash
O00849,2026-07-22,C0146,P016,2,0.0,17998.0,5,Net Banking
O00850,2026-07-20,C0076,P004,4,0.05,5696.2,4,UPI
O00851,2026-03-05,C0230,P010,2,0.15,1188.3,3,Net Banking
O00852,2026-03-28,C0140,P017,1,0.0,7499.0,4,Credit Card
O00853,2026-06-29,C0111,P013,1,0.05,1424.05,4,Debit Card
O00854,2026-05-23,C0169,P024,3,0.15,1527.45,5,UPI
O00855,2026-06-26,C0275,P024,4,0.1,2156.4,5,Debit Card
O00856,2026-08-19,C0043,P003,1,0.15,2974.15,5,Net Banking
O00857,2026-03-17,C0145,P007,4,0.05,6076.2,5,Net Banking
O00858,2026-03-31,C0046,P028,3,0.15,1272.45,4,Net Banking
O00859,2026-08-23,C0179,P008,2,0.0,4598.0,5,Cash
O00860,2026-03-17,C0261,P012,3,0.1,6747.3,4,Net Banking
O00861,2026-04-08,C0105,P021,2,0.0,998.0,5,Debit Card
O00862,2026-07-18,C0156,P013,2,0.1,2698.2,5,Net Banking
O00863,2026-07-29,C0176,P019,4,0.05,2656.2,5,Cash
O00864,2026-07-16,C0288,P013,2,0.1,2698.2,4,Debit Card
O00865,2026-01-29,C0268,P018,1,0.0,1299.0,2,Credit Card
O00866,2026-02-15,C0207,P022,1,0.05,664.05,3,Credit Card
O00867,2026-01-26,C0114,P007,1,0.15,1359.15,5,Net Banking
O00868,2026-06-09,C0262,P018,3,0.0,3897.0,4,Net Banking
O00869,2026-07-03,C0230,P023,1,0.0,799.0,5,Credit Card
O00870,2026-06-17,C0044,P006,4,0.0,15996.0,4,UPI
O00871,2026-04-03,C0144,P021,4,0.1,1796.4,5,UPI
O00872,2026-07-30,C0260,P030,3,0.0,8997.0,5,Debit Card
O00873,2026-01-20,C0224,P006,2,0.0,7998.0,3,Credit Card
O00874,2026-05-17,C0113,P025,4,0.05,5696.2,4,Credit Card
O00875,2026-05-26,C0176,P030,2,0.15,5098.3,5,Net Banking
O00876,2026-04-02,C0093,P030,4,0.15,10196.6,5,Credit Card
O00877,2026-07-22,C0239,P007,2,0.15,2718.3,4,Credit Card
O00878,2026-05-17,C0259,P021,4,0.1,1796.4,5,Net Banking
O00879,2026-03-25,C0120,P015,3,0.15,4587.45,5,Cash
O00880,2026-07-31,C0106,P001,3,0.05,5697.15,5,Credit Card
O00881,2026-04-07,C0177,P028,3,0.1,1347.3,5,Cash
O00882,2026-09-03,C0221,P027,4,0.0,996.0,5,Debit Card
O00883,2026-06-02,C0264,P014,1,0.05,759.05,5,Debit Card
O00884,2026-01-02,C0034,P001,3,0.05,5697.15,4,Debit Card
O00885,2026-01-06,C0021,P002,3,0.05,7122.15,3,Cash
O00886,2026-04-02,C0286,P016,2,0.05,17098.1,4,Net Banking
O00887,2026-03-05,C0226,P005,2,0.1,2338.2,5,UPI
O00888,2026-05-27,C0004,P011,4,0.05,11396.2,5,Debit Card
O00889,2026-07-22,C0152,P016,4,0.05,34196.2,4,Net Banking
O00890,2026-07-29,C0216,P012,1,0.1,2249.1,2,Net Banking
O00891,2026-04-08,C0273,P021,1,0.0,499.0,5,Debit Card
O00892,2026-03-31,C0083,P006,4,0.15,13596.6,5,UPI
O00893,2026-08-11,C0027,P011,2,0.0,5998.0,5,Cash
O00894,2026-01-14,C0029,P010,3,0.0,2097.0,4,Net Banking
O00895,2026-02-08,C0114,P002,3,0.05,7122.15,3,Cash
O00896,2026-09-06,C0210,P023,4,0.0,3196.0,4,Debit Card
O00897,2026-07-21,C0239,P002,4,0.05,9496.2,3,UPI
O00898,2026-05-02,C0227,P005,1,0.15,1104.15,4,Cash
O00899,2026-05-09,C0244,P015,4,0.05,6836.2,5,Cash
O00900,2026-05-24,C0072,P010,2,0.15,1188.3,4,Net Banking
O00901,2026-02-20,C0257,P018,2,0.05,2468.1,3,Cash
O00902,2026-03-24,C0129,P020,1,0.0,4499.0,5,Cash
O00903,2026-04-04,C0239,P004,3,0.05,4272.15,4,Net Banking
O00904,2026-06-17,C0009,P023,1,0.1,719.1,4,Debit Card
O00905,2026-06-07,C0148,P006,4,0.05,15196.2,4,Credit Card
O00906,2026-02-21,C0135,P001,3,0.05,5697.15,5,UPI
O00907,2026-01-29,C0174,P028,1,0.05,474.05,5,Credit Card
O00908,2026-08-11,C0059,P015,3,0.0,5397.0,4,UPI
O00909,2026-03-20,C0287,P027,4,0.15,846.6,2,Credit Card
O00910,2026-07-09,C0186,P002,2,0.05,4748.1,5,Debit Card
O00911,2026-05-21,C0095,P001,4,0.05,7596.2,5,UPI
O00912,2026-04-07,C0040,P011,1,0.1,2699.1,4,Debit Card
O00913,2026-02-21,C0241,P013,3,0.0,4497.0,4,UPI
O00914,2026-01-18,C0244,P017,4,0.1,26996.4,5,Debit Card
O00915,2026-08-10,C0161,P020,1,0.0,4499.0,4,Cash
O00916,2026-03-01,C0211,P018,4,0.0,5196.0,5,Cash
O00917,2026-08-10,C0132,P019,1,0.05,664.05,4,Cash
O00918,2026-05-24,C0140,P015,1,0.0,1799.0,4,Net Banking
O00919,2026-03-20,C0127,P002,3,0.15,6372.45,4,Credit Card
O00920,2026-01-05,C0280,P018,3,0.1,3507.3,4,Debit Card
O00921,2026-03-02,C0274,P017,3,0.0,22497.0,5,Cash
O00922,2026-08-16,C0152,P030,1,0.1,2699.1,4,Debit Card
O00923,2026-08-18,C0187,P011,4,0.05,11396.2,3,Cash
O00924,2026-05-14,C0069,P029,2,0.15,1528.3,4,Credit Card
O00925,2026-04-20,C0147,P029,3,0.1,2427.3,4,Credit Card
O00926,2026-02-22,C0258,P011,2,0.05,5698.1,5,Debit Card
O00927,2026-06-26,C0175,P028,2,0.15,848.3,5,Credit Card
O00928,2026-06-17,C0297,P029,2,0.1,1618.2,3,Net Banking
O00929,2026-08-31,C0106,P017,1,0.05,7124.05,4,Credit Card
O00930,2026-07-06,C0274,P007,1,0.1,1439.1,5,Cash
O00931,2026-09-04,C0232,P021,4,0.1,1796.4,4,Debit Card
O00932,2026-02-08,C0287,P008,2,0.0,4598.0,3,UPI
O00933,2026-07-15,C0079,P015,3,0.05,5127.15,5,Credit Card
O00934,2026-06-25,C0244,P022,1,0.1,629.1,3,Cash
O00935,2026-02-04,C0019,P023,4,0.1,2876.4,4,Cash
O00936,2026-05-06,C0089,P017,4,0.05,28496.2,4,Credit Card
O00937,2026-01-09,C0295,P006,4,0.0,15996.0,5,Cash
O00938,2026-02-26,C0157,P030,2,0.05,5698.1,3,Cash
O00939,2026-08-10,C0131,P007,4,0.1,5756.4,5,Credit Card
O00940,2026-04-20,C0111,P004,4,0.0,5996.0,5,Cash
O00941,2026-07-04,C0171,P008,3,0.15,5862.45,5,Net Banking
O00942,2026-06-02,C0165,P021,1,0.0,499.0,4,UPI
O00943,2026-08-13,C0170,P009,2,0.15,5098.3,5,UPI
O00944,2026-05-23,C0122,P019,4,0.0,2796.0,4,Cash
O00945,2026-04-12,C0212,P030,3,0.1,8097.3,4,Cash
O00946,2026-03-17,C0223,P025,1,0.05,1424.05,4,Cash
O00947,2026-01-24,C0250,P023,1,0.05,759.05,5,Net Banking
O00948,2026-02-04,C0182,P007,4,0.15,5436.6,4,UPI
O00949,2026-02-15,C0244,P026,4,0.05,756.2,5,UPI
O00950,2026-03-06,C0089,P017,3,0.05,21372.15,5,UPI
O00951,2026-01-24,C0222,P003,1,0.15,2974.15,5,UPI
O00952,2026-05-15,C0037,P028,4,0.05,1896.2,4,Cash
O00953,2026-01-12,C0261,P019,2,0.1,1258.2,5,Credit Card
O00954,2026-02-11,C0177,P017,2,0.05,14248.1,5,UPI
O00955,2026-04-18,C0007,P007,3,0.1,4317.3,5,Cash
O00956,2026-03-15,C0180,P006,2,0.0,7998.0,5,Credit Card
O00957,2026-01-01,C0180,P022,3,0.0,2097.0,4,Cash
O00958,2026-05-20,C0109,P003,1,0.15,2974.15,4,Net Banking
O00959,2026-06-18,C0261,P003,4,0.15,11896.6,4,UPI
O00960,2026-06-03,C0013,P011,1,0.05,2849.05,5,Debit Card
O00961,2026-06-08,C0077,P021,2,0.0,998.0,4,UPI
O00962,2026-06-17,C0207,P001,3,0.0,5997.0,3,UPI
O00963,2026-06-20,C0082,P025,3,0.1,4047.3,5,UPI
O00964,2026-01-28,C0261,P002,4,0.05,9496.2,4,Debit Card
O00965,2026-06-06,C0079,P016,2,0.15,15298.3,5,Debit Card
O00966,2026-08-27,C0061,P009,1,0.0,2999.0,5,Debit Card
O00967,2026-04-05,C0220,P003,4,0.0,13996.0,5,Net Banking
O00968,2026-01-17,C0223,P030,3,0.15,7647.45,3,Debit Card
O00969,2026-03-26,C0140,P010,4,0.05,2656.2,5,Net Banking
O00970,2026-01-15,C0007,P030,1,0.0,2999.0,4,Net Banking
O00971,2026-08-28,C0167,P011,3,0.15,7647.45,5,Debit Card
O00972,2026-03-08,C0092,P011,3,0.05,8547.15,5,Cash
O00973,2026-05-14,C0082,P009,4,0.15,10196.6,5,Net Banking
O00974,2026-03-01,C0182,P025,3,0.05,4272.15,1,UPI
O00975,2026-04-30,C0013,P003,1,0.05,3324.05,5,Cash
O00976,2026-04-16,C0153,P008,1,0.1,2069.1,4,Credit Card
O00977,2026-01-03,C0092,P016,2,0.1,16198.2,4,UPI
O00978,2026-03-20,C0013,P009,3,0.1,8097.3,5,UPI
O00979,2026-06-25,C0293,P005,3,0.1,3507.3,4,Net Banking
O00980,2026-06-07,C0094,P007,1,0.05,1519.05,4,Debit Card
O00981,2026-08-25,C0145,P016,4,0.15,30596.6,5,Credit Card
O00982,2026-05-04,C0170,P004,2,0.15,2548.3,5,Net Banking
O00983,2026-08-18,C0068,P022,3,0.15,1782.45,5,Cash
O00984,2026-08-26,C0226,P010,1,0.1,629.1,5,Debit Card
O00985,2026-05-23,C0047,P004,1,0.05,1424.05,5,Debit Card
O00986,2026-07-24,C0249,P027,3,0.0,747.0,5,Debit Card
O00987,2026-08-04,C0015,P023,1,0.1,719.1,5,Net Banking
O00988,2026-08-04,C0175,P030,2,0.15,5098.3,4,UPI
O00989,2026-08-10,C0171,P005,3,0.1,3507.3,5,Debit Card
O00990,2026-04-16,C0286,P020,1,0.15,3824.15,5,Debit Card
O00991,2026-04-26,C0140,P020,3,0.05,12822.15,5,Credit Card
O00992,2026-01-29,C0054,P007,3,0.0,4797.0,5,UPI
O00993,2026-04-24,C0170,P027,1,0.15,211.65,5,Credit Card
O00994,2026-02-18,C0012,P020,3,0.15,11472.45,5,Net Banking
O00995,2026-03-21,C0056,P002,3,0.05,7122.15,5,UPI
O00996,2026-07-30,C0166,P010,2,0.05,1328.1,5,Cash
O00997,2026-04-10,C0174,P001,1,0.0,1999.0,4,UPI
O00998,2026-06-25,C0166,P003,1,0.1,3149.1,4,UPI
O00999,2026-01-27,C0185,P028,3,0.0,1497.0,5,Debit Card
O01000,2026-06-13,C0299,P016,2,0.1,16198.2,4,Debit Card
O01001,2026-03-12,C0243,P017,3,0.15,19122.45,5,Debit Card
O01002,2026-02-08,C0218,P023,2,0.1,1438.2,3,Net Banking
O01003,2026-05-24,C0175,P016,1,0.05,8549.05,5,Net Banking
O01004,2026-03-23,C0277,P006,3,0.05,11397.15,5,Debit Card
O01005,2026-05-27,C0270,P024,2,0.05,1138.1,3,Net Banking
O01006,2026-08-17,C0228,P017,3,0.15,19122.45,2,UPI
O01007,2026-05-01,C0273,P002,1,0.0,2499.0,4,UPI
O01008,2026-04-20,C0011,P026,4,0.05,756.2,5,Net Banking
O01009,2026-06-11,C0286,P024,4,0.1,2156.4,4,Credit Card
O01010,2026-07-02,C0107,P017,1,0.15,6374.15,5,UPI
O01011,2026-07-28,C0155,P027,4,0.0,996.0,4,Cash
O01012,2026-05-01,C0291,P027,2,0.05,473.1,3,Net Banking
O01013,2026-03-08,C0273,P028,3,0.15,1272.45,4,Debit Card
O01014,2026-07-21,C0278,P008,3,0.15,5862.45,4,UPI
O01015,2026-05-02,C0191,P028,1,0.1,449.1,4,Credit Card
O01016,2026-03-14,C0028,P007,3,0.05,4557.15,4,Cash
O01017,2026-07-29,C0070,P027,1,0.1,224.1,5,UPI
O01018,2026-07-22,C0013,P009,3,0.15,7647.45,4,Cash
O01019,2026-03-03,C0045,P001,2,0.05,3798.1,5,Cash
O01020,2026-01-17,C0098,P019,3,0.05,1992.15,5,Net Banking
O01021,2026-04-21,C0270,P020,4,0.1,16196.4,5,Credit Card
O01022,2026-02-14,C0049,P019,1,0.15,594.15,3,Net Banking
O01023,2026-04-29,C0269,P011,3,0.0,8997.0,5,Credit Card
O01024,2026-03-20,C0095,P013,4,0.0,5996.0,5,Net Banking
O01025,2026-07-17,C0202,P001,4,0.1,7196.4,4,UPI
O01026,2026-01-24,C0093,P025,2,0.05,2848.1,5,UPI
O01027,2026-07-13,C0228,P022,2,0.05,1328.1,4,Debit Card
O01028,2026-04-10,C0058,P029,4,0.05,3416.2,4,Debit Card
O01029,2026-03-18,C0187,P004,3,0.15,3822.45,5,Debit Card
O01030,2026-01-23,C0022,P011,1,0.15,2549.15,5,Debit Card
O01031,2026-01-16,C0014,P008,3,0.0,6897.0,1,Net Banking
O01032,2026-07-30,C0179,P021,3,0.0,1497.0,5,UPI
O01033,2026-03-02,C0255,P022,4,0.15,2376.6,5,Cash
O01034,2026-04-14,C0249,P003,4,0.15,11896.6,5,Credit Card
O01035,2026-05-02,C0215,P001,2,0.05,3798.1,5,Debit Card
O01036,2026-08-04,C0203,P023,4,0.05,3036.2,4,Credit Card
O01037,2026-02-04,C0079,P008,1,0.0,2299.0,5,Credit Card
O01038,2026-07-04,C0079,P030,4,0.15,10196.6,5,Credit Card
O01039,2026-01-22,C0082,P024,2,0.15,1018.3,5,Net Banking
O01040,2026-08-27,C0091,P019,4,0.05,2656.2,4,Cash
O01041,2026-05-22,C0294,P022,4,0.15,2376.6,4,Credit Card
O01042,2026-04-19,C0037,P002,1,0.15,2124.15,5,Credit Card
O01043,2026-07-02,C0185,P029,3,0.15,2292.45,5,Net Banking
O01044,2026-04-04,C0262,P007,1,0.0,1599.0,5,Debit Card
O01045,2026-01-29,C0297,P007,4,0.0,6396.0,3,Net Banking
O01046,2026-08-08,C0046,P006,3,0.15,10197.45,5,Net Banking
O01047,2026-08-16,C0013,P005,1,0.05,1234.05,4,UPI
O01048,2026-06-25,C0281,P004,3,0.0,4497.0,5,Net Banking
O01049,2026-07-19,C0299,P023,1,0.15,679.15,4,Cash
O01050,2026-05-27,C0264,P001,3,0.15,5097.45,4,Debit Card
O01051,2026-03-16,C0161,P015,2,0.0,3598.0,5,Net Banking
O01052,2026-07-11,C0082,P008,3,0.1,6207.3,3,Cash
O01053,2026-05-29,C0244,P001,2,0.0,3998.0,5,Debit Card
O01054,2026-07-27,C0018,P017,1,0.1,6749.1,4,Credit Card
O01055,2026-05-10,C0051,P015,1,0.1,1619.1,4,Net Banking
O01056,2026-03-13,C0003,P007,3,0.1,4317.3,1,UPI
O01057,2026-06-04,C0133,P029,2,0.05,1708.1,5,Debit Card
O01058,2026-07-26,C0181,P024,2,0.1,1078.2,5,Credit Card
O01059,2026-05-05,C0222,P027,2,0.0,498.0,4,UPI
O01060,2026-09-05,C0287,P017,2,0.05,14248.1,5,Cash
O01061,2026-07-17,C0037,P029,4,0.05,3416.2,5,Credit Card
O01062,2026-02-23,C0256,P020,3,0.0,13497.0,5,UPI
O01063,2026-01-14,C0254,P002,2,0.15,4248.3,4,Debit Card
O01064,2026-05-02,C0278,P009,2,0.15,5098.3,5,Cash
O01065,2026-05-02,C0197,P027,3,0.05,709.65,5,Cash
O01066,2026-01-04,C0011,P029,3,0.15,2292.45,4,Debit Card
O01067,2026-09-04,C0094,P026,1,0.0,199.0,5,Debit Card
O01068,2026-09-02,C0059,P026,4,0.1,716.4,4,Debit Card
O01069,2026-07-25,C0292,P008,1,0.1,2069.1,5,Cash
O01070,2026-04-29,C0281,P013,2,0.05,2848.1,5,Credit Card
O01071,2026-03-22,C0272,P029,1,0.0,899.0,5,UPI
O01072,2026-04-16,C0103,P003,1,0.0,3499.0,5,Debit Card
O01073,2026-02-26,C0196,P007,3,0.1,4317.3,4,UPI
O01074,2026-06-08,C0222,P013,1,0.0,1499.0,5,Credit Card
O01075,2026-09-01,C0075,P022,1,0.0,699.0,3,Net Banking
O01076,2026-02-03,C0275,P019,4,0.05,2656.2,5,Credit Card
O01077,2026-03-06,C0117,P016,3,0.15,22947.45,5,UPI
O01078,2026-06-13,C0167,P005,4,0.1,4676.4,5,Debit Card
O01079,2026-03-07,C0120,P001,2,0.0,3998.0,4,UPI
O01080,2026-04-08,C0106,P011,4,0.1,10796.4,5,Debit Card
O01081,2026-09-02,C0050,P026,3,0.05,567.15,4,Cash
O01082,2026-09-08,C0262,P008,2,0.15,3908.3,4,Cash
O01083,2026-01-28,C0086,P022,2,0.15,1188.3,4,UPI
O01084,2026-08-22,C0107,P011,4,0.1,10796.4,3,UPI
O01085,2026-01-19,C0056,P006,3,0.15,10197.45,1,Cash
O01086,2026-02-08,C0098,P029,1,0.0,899.0,5,Debit Card
O01087,2026-02-08,C0270,P024,3,0.15,1527.45,5,Net Banking
O01088,2026-07-01,C0015,P030,4,0.15,10196.6,4,UPI
O01089,2026-05-19,C0249,P020,2,0.0,8998.0,4,Cash
O01090,2026-02-01,C0183,P024,3,0.1,1617.3,5,Cash
O01091,2026-01-15,C0271,P014,1,0.1,719.1,5,Debit Card
O01092,2026-01-21,C0072,P020,4,0.1,16196.4,5,Credit Card
O01093,2026-05-22,C0252,P022,1,0.15,594.15,5,Debit Card
O01094,2026-06-28,C0079,P009,4,0.0,11996.0,5,Debit Card
O01095,2026-05-05,C0269,P002,1,0.15,2124.15,5,Credit Card
O01096,2026-01-10,C0211,P026,2,0.0,398.0,5,Net Banking
O01097,2026-03-03,C0087,P026,4,0.15,676.6,3,Net Banking
O01098,2026-06-14,C0063,P013,3,0.15,3822.45,5,Cash
O01099,2026-09-05,C0013,P025,1,0.0,1499.0,4,Debit Card
O01100,2026-07-21,C0291,P021,1,0.15,424.15,3,Net Banking
O01101,2026-04-28,C0102,P022,2,0.05,1328.1,5,UPI
O01102,2026-07-08,C0253,P020,2,0.15,7648.3,5,Cash
O01103,2026-08-21,C0103,P020,1,0.05,4274.05,5,Credit Card
O01104,2026-01-04,C0289,P008,2,0.0,4598.0,5,UPI
O01105,2026-04-27,C0065,P013,2,0.0,2998.0,5,UPI
O01106,2026-01-30,C0207,P001,4,0.05,7596.2,3,Credit Card
O01107,2026-04-20,C0031,P024,3,0.15,1527.45,4,Net Banking
O01108,2026-05-20,C0189,P024,2,0.1,1078.2,5,Credit Card
O01109,2026-07-15,C0001,P003,1,0.05,3324.05,4,UPI
O01110,2026-03-12,C0049,P018,2,0.15,2208.3,4,Debit Card
O01111,2026-05-22,C0112,P024,2,0.15,1018.3,4,Net Banking
O01112,2026-01-11,C0222,P022,2,0.0,1398.0,5,Net Banking
O01113,2026-04-07,C0169,P002,2,0.0,4998.0,5,UPI
O01114,2026-01-02,C0167,P010,1,0.05,664.05,5,Net Banking
O01115,2026-08-16,C0266,P003,3,0.15,8922.45,5,Cash
O01116,2026-06-27,C0264,P018,2,0.05,2468.1,3,Debit Card
O01117,2026-05-14,C0058,P022,4,0.15,2376.6,4,Credit Card
O01118,2026-06-06,C0147,P018,1,0.05,1234.05,5,Net Banking
O01119,2026-09-01,C0173,P023,1,0.1,719.1,4,UPI
O01120,2026-05-23,C0040,P012,2,0.05,4748.1,3,Net Banking
O01121,2026-09-08,C0159,P001,1,0.1,1799.1,5,Net Banking
O01122,2026-05-10,C0021,P005,2,0.15,2208.3,5,Credit Card
O01123,2026-03-12,C0258,P009,1,0.05,2849.05,3,Credit Card
O01124,2026-06-25,C0119,P030,4,0.15,10196.6,4,UPI
O01125,2026-01-14,C0055,P023,3,0.1,2157.3,4,Debit Card
O01126,2026-03-27,C0062,P016,4,0.0,35996.0,3,UPI
O01127,2026-08-25,C0224,P002,2,0.05,4748.1,5,Cash
O01128,2026-05-12,C0282,P012,1,0.0,2499.0,5,Cash
O01129,2026-06-01,C0015,P012,3,0.15,6372.45,4,Debit Card
O01130,2026-02-28,C0120,P017,1,0.1,6749.1,4,Credit Card
O01131,2026-07-08,C0055,P004,4,0.05,5696.2,4,Credit Card
O01132,2026-01-19,C0200,P027,4,0.15,846.6,2,Cash
O01133,2026-02-07,C0168,P015,2,0.15,3058.3,4,Debit Card
O01134,2026-02-04,C0079,P015,4,0.05,6836.2,5,Debit Card
O01135,2026-02-21,C0049,P006,3,0.05,11397.15,2,Net Banking
O01136,2026-01-16,C0094,P014,3,0.05,2277.15,3,Cash
O01137,2026-04-28,C0205,P009,4,0.05,11396.2,5,Credit Card
O01138,2026-08-15,C0101,P019,3,0.05,1992.15,5,Net Banking
O01139,2026-08-20,C0219,P028,2,0.05,948.1,3,Net Banking
O01140,2026-05-06,C0201,P015,2,0.15,3058.3,5,Debit Card
O01141,2026-01-04,C0133,P013,4,0.05,5696.2,4,Cash
O01142,2026-05-29,C0163,P030,2,0.05,5698.1,5,UPI
O01143,2026-04-17,C0228,P030,1,0.0,2999.0,5,Net Banking
O01144,2026-01-09,C0172,P014,4,0.15,2716.6,4,UPI
O01145,2026-04-26,C0123,P026,4,0.05,756.2,3,UPI
O01146,2026-06-27,C0061,P011,4,0.05,11396.2,3,Debit Card
O01147,2026-03-03,C0249,P018,1,0.0,1299.0,4,Debit Card
O01148,2026-02-11,C0173,P016,4,0.0,35996.0,5,Cash
O01149,2026-07-17,C0044,P025,2,0.15,2548.3,4,Debit Card
O01150,2026-06-10,C0264,P024,4,0.0,2396.0,5,UPI
O01151,2026-04-09,C0240,P022,3,0.0,2097.0,4,Debit Card
O01152,2026-06-28,C0282,P006,2,0.0,7998.0,5,Debit Card
O01153,2026-07-08,C0230,P009,1,0.1,2699.1,5,UPI
O01154,2026-04-09,C0248,P013,3,0.15,3822.45,5,Debit Card
O01155,2026-04-04,C0289,P021,2,0.0,998.0,5,Credit Card
O01156,2026-02-05,C0127,P009,3,0.05,8547.15,5,Cash
