Order_ID,Order_Date,Customer_ID,Product_ID,Quantity,Discount,Amount,Rating,Payment_Method,Customer_Name,City,Customer_Segment,Age,Product,Category,Unit_Price,Profit
O00749,2026-04-20,C0204,P003,3,0.1,9447.3,5,Cash,Customer_0204,Hyderabad,Professional,29,Smart Watch,Electronics,3499,1718.07
O00750,2026-05-25,C0180,P005,3,0.1,3507.3,5,Cash,Customer_0180,Mumbai,Business,46,Gaming Mouse,Electronics,1299,531.47
O00751,2026-07-13,C0161,P019,2,0.15,1188.3,5,Net Banking,Customer_0161,Coimbatore,Professional,55,Water Bottle,Home,699,303.31
O00752,2026-05-04,C0061,P001,2,0.1,3598.2,5,Cash,Customer_0061,Mumbai,Business,41,Wireless Earbuds,Electronics,1999,686.25
O00753,2026-03-06,C0281,P008,3,0.1,6207.3,5,Cash,Customer_0281,Delhi,Student,32,USB-C Hub,Electronics,2299,1318.13
O00754,2026-07-08,C0112,P017,2,0.0,14998.0,5,Cash,Customer_0112,Madurai,Business,24,Study Table,Furniture,7499,3795.79
O00755,2026-07-20,C0233,P019,2,0.0,1398.0,4,Cash,Customer_0233,Bengaluru,Professional,46,Water Bottle,Home,699,388.81
O00756,2026-07-21,C0091,P015,3,0.0,5397.0,4,UPI,Customer_0091,Chennai,Business,38,Hoodie,Fashion,1799,676.98
O00757,2026-07-25,C0027,P020,1,0.05,4274.05,4,Net Banking,Customer_0027,Coimbatore,Business,38,Coffee Maker,Home Appliances,4499,1075.41
O00758,2026-04-22,C0051,P005,1,0.0,1299.0,4,Debit Card,Customer_0051,Chennai,Business,38,Gaming Mouse,Electronics,1299,337.16
O00759,2026-01-21,C0244,P004,1,0.15,1274.15,5,Cash,Customer_0244,Bengaluru,Professional,32,Power Bank,Electronics,1499,313.32
O00760,2026-06-07,C0057,P022,3,0.0,2097.0,5,Credit Card,Customer_0057,Hyderabad,Business,48,Shampoo,Beauty,699,620.47
O00761,2026-06-13,C0191,P007,4,0.15,5436.6,1,Net Banking,Customer_0191,Mumbai,Professional,52,Laptop Stand,Electronics,1599,1604.61
O00762,2026-03-15,C0278,P021,2,0.0,998.0,5,Net Banking,Customer_0278,Mumbai,Professional,48,Face Wash,Beauty,499,266.14
O00763,2026-05-13,C0061,P021,2,0.05,948.1,5,Debit Card,Customer_0061,Mumbai,Business,41,Face Wash,Beauty,499,187.44
O00764,2026-03-03,C0148,P023,1,0.05,759.05,3,Debit Card,Customer_0148,Bengaluru,Professional,54,Moisturizer,Beauty,799,216.86
O00765,2026-07-19,C0046,P008,4,0.1,8276.4,5,Cash,Customer_0046,Hyderabad,Professional,18,USB-C Hub,Electronics,2299,2308.3
O00766,2026-05-31,C0195,P009,2,0.0,5998.0,5,UPI,Customer_0195,Delhi,Student,40,Webcam,Electronics,2999,1678.14
O00767,2026-08-24,C0172,P027,1,0.1,224.1,5,Net Banking,Customer_0172,Delhi,Professional,33,Pen Set,Stationery,249,27.92
O00768,2026-08-23,C0241,P011,3,0.1,8097.3,5,Debit Card,Customer_0241,Mumbai,Professional,53,Running Shoes,Fashion,2999,1961.93
O00769,2026-02-27,C0095,P012,2,0.15,4248.3,5,Net Banking,Customer_0095,Bengaluru,Student,22,Casual Sneakers,Fashion,2499,981.8
O00770,2026-01-02,C0143,P028,3,0.05,1422.15,4,UPI,Customer_0143,Pune,Student,25,Calculator,Stationery,499,423.5
O00771,2026-05-24,C0123,P012,1,0.1,2249.1,4,UPI,Customer_0123,Mumbai,Business,18,Casual Sneakers,Fashion,2499,526.77
O00772,2026-07-25,C0084,P021,3,0.1,1347.3,5,Cash,Customer_0084,Hyderabad,Professional,49,Face Wash,Beauty,499,206.7
O00773,2026-05-25,C0258,P018,4,0.05,4936.2,5,Cash,Customer_0258,Hyderabad,Professional,20,Desk Lamp,Home,1299,896.64
O00774,2026-06-24,C0024,P030,4,0.0,11996.0,4,Debit Card,Customer_0024,Bengaluru,Business,28,Travel Bag,Accessories,2999,3157.5
O00775,2026-01-18,C0195,P008,4,0.05,8736.2,5,Credit Card,Customer_0195,Delhi,Student,40,USB-C Hub,Electronics,2299,1654.84
O00776,2026-07-24,C0208,P010,3,0.15,1782.45,5,Net Banking,Customer_0208,Madurai,Professional,34,Phone Case,Accessories,699,247.48
O00777,2026-05-18,C0044,P022,1,0.1,629.1,4,UPI,Customer_0044,Madurai,Business,39,Shampoo,Beauty,699,117.74
O00778,2026-04-13,C0006,P027,3,0.0,747.0,5,Credit Card,Customer_0006,Coimbatore,Student,50,Pen Set,Stationery,249,168.61
O00779,2026-05-02,C0056,P015,3,0.1,4857.3,4,Net Banking,Customer_0056,Bengaluru,Business,26,Hoodie,Fashion,1799,1220.42
O00780,2026-03-10,C0025,P009,2,0.05,5698.1,4,Credit Card,Customer_0025,Coimbatore,Student,47,Webcam,Electronics,2999,1405.55
O00781,2026-03-02,C0096,P010,2,0.1,1258.2,4,Credit Card,Customer_0096,Bengaluru,Business,33,Phone Case,Accessories,699,278.7
O00782,2026-08-02,C0047,P015,2,0.1,3238.2,3,UPI,Customer_0047,Madurai,Business,29,Hoodie,Fashion,1799,781.22
O00783,2026-01-31,C0255,P007,1,0.15,1359.15,5,Net Banking,Customer_0255,Madurai,Student,30,Laptop Stand,Electronics,1599,227.07
O00784,2026-09-03,C0038,P019,1,0.15,594.15,4,Debit Card,Customer_0038,Delhi,Student,21,Water Bottle,Home,699,127.8
O00785,2026-05-07,C0180,P013,3,0.15,3822.45,4,Net Banking,Customer_0180,Mumbai,Business,46,Backpack,Accessories,1499,910.02
O00786,2026-03-13,C0242,P002,4,0.05,9496.2,5,Credit Card,Customer_0242,Coimbatore,Business,48,Bluetooth Speaker,Electronics,2499,1640.33
O00787,2026-01-14,C0025,P009,4,0.15,10196.6,5,UPI,Customer_0025,Coimbatore,Student,47,Webcam,Electronics,2999,1294.41
O00788,2026-05-09,C0250,P006,3,0.15,10197.45,5,Credit Card,Customer_0250,Madurai,Professional,34,Mechanical Keyboard,Electronics,3999,2937.96
O00789,2026-04-28,C0202,P010,1,0.15,594.15,4,UPI,Customer_0202,Chennai,Professional,55,Phone Case,Accessories,699,140.62
O00790,2026-01-04,C0076,P015,2,0.15,3058.3,5,Debit Card,Customer_0076,Bengaluru,Student,43,Hoodie,Fashion,1799,875.14
O00791,2026-04-03,C0076,P015,3,0.05,5127.15,5,Credit Card,Customer_0076,Bengaluru,Student,43,Hoodie,Fashion,1799,704.01
O00792,2026-03-10,C0238,P021,4,0.1,1796.4,4,Cash,Customer_0238,Madurai,Professional,35,Face Wash,Beauty,499,298.21
O00793,2026-04-19,C0245,P014,2,0.15,1358.3,5,Debit Card,Customer_0245,Mumbai,Business,33,T-Shirt,Fashion,799,195.77
O00794,2026-04-04,C0181,P010,4,0.1,2516.4,4,Net Banking,Customer_0181,Hyderabad,Business,48,Phone Case,Accessories,699,744.35
O00795,2026-02-03,C0054,P027,2,0.0,498.0,5,Credit Card,Customer_0054,Chennai,Student,54,Pen Set,Stationery,249,63.19
O00796,2026-05-23,C0161,P020,4,0.15,15296.6,4,Credit Card,Customer_0161,Coimbatore,Professional,55,Coffee Maker,Home Appliances,4499,4054.67
O00797,2026-05-02,C0162,P019,1,0.05,664.05,4,Credit Card,Customer_0162,Pune,Professional,46,Water Bottle,Home,699,89.46
O00798,2026-08-17,C0048,P016,3,0.15,22947.45,4,Net Banking,Customer_0048,Bengaluru,Business,37,Office Chair,Furniture,8999,4117.12
O00799,2026-08-08,C0116,P003,1,0.15,2974.15,3,Credit Card,Customer_0116,Coimbatore,Business,39,Smart Watch,Electronics,3499,624.25
O00800,2026-01-16,C0298,P018,2,0.1,2338.2,4,UPI,Customer_0298,Bengaluru,Professional,40,Desk Lamp,Home,1299,559.98
O00801,2026-04-26,C0138,P012,3,0.1,6747.3,4,Net Banking,Customer_0138,Pune,Professional,32,Casual Sneakers,Fashion,2499,1134.43
O00802,2026-05-23,C0253,P004,3,0.1,4047.3,1,UPI,Customer_0253,Hyderabad,Student,31,Power Bank,Electronics,1499,949.31
O00803,2026-03-31,C0242,P029,2,0.05,1708.1,5,Debit Card,Customer_0242,Coimbatore,Business,48,Table Clock,Home,899,317.31
O00804,2026-04-01,C0162,P011,3,0.15,7647.45,5,Cash,Customer_0162,Pune,Professional,46,Running Shoes,Fashion,2999,1037.33
O00805,2026-08-16,C0004,P010,1,0.15,594.15,5,Cash,Customer_0004,Bengaluru,Business,45,Phone Case,Accessories,699,158.09
O00806,2026-06-11,C0263,P004,2,0.05,2848.1,5,Debit Card,Customer_0263,Delhi,Professional,29,Power Bank,Electronics,1499,545.74
O00807,2026-04-18,C0036,P024,4,0.0,2396.0,3,Debit Card,Customer_0036,Mumbai,Business,43,Sunscreen,Beauty,599,532.21
O00808,2026-02-28,C0083,P008,3,0.1,6207.3,5,Debit Card,Customer_0083,Chennai,Student,33,USB-C Hub,Electronics,2299,1497.68
O00809,2026-06-04,C0020,P025,4,0.1,5396.4,5,Debit Card,Customer_0020,Bengaluru,Professional,35,Perfume,Beauty,1499,686.23
O00810,2026-07-11,C0040,P024,4,0.15,2036.6,4,UPI,Customer_0040,Mumbai,Business,22,Sunscreen,Beauty,599,340.58
O00811,2026-02-02,C0107,P023,2,0.1,1438.2,5,UPI,Customer_0107,Hyderabad,Professional,22,Moisturizer,Beauty,799,276.62
O00812,2026-02-23,C0272,P026,2,0.15,338.3,3,UPI,Customer_0272,Mumbai,Professional,54,Notebook,Stationery,199,66.16
O00813,2026-08-28,C0041,P025,4,0.0,5996.0,2,Cash,Customer_0041,Mumbai,Professional,47,Perfume,Beauty,1499,1017.59
O00814,2026-05-15,C0236,P024,1,0.0,599.0,4,Credit Card,Customer_0236,Delhi,Professional,29,Sunscreen,Beauty,599,164.13
O00815,2026-01-22,C0288,P009,4,0.1,10796.4,4,Debit Card,Customer_0288,Delhi,Business,37,Webcam,Electronics,2999,1781.5
O00816,2026-04-24,C0252,P030,2,0.05,5698.1,5,Credit Card,Customer_0252,Pune,Student,52,Travel Bag,Accessories,2999,1038.33
O00817,2026-01-08,C0134,P024,1,0.1,539.1,5,Debit Card,Customer_0134,Mumbai,Business,33,Sunscreen,Beauty,599,111.96
O00818,2026-08-10,C0041,P016,4,0.15,30596.6,5,Net Banking,Customer_0041,Mumbai,Professional,47,Office Chair,Furniture,8999,6790.72
O00819,2026-08-28,C0255,P011,3,0.15,7647.45,3,Net Banking,Customer_0255,Madurai,Student,30,Running Shoes,Fashion,2999,1100.55
O00820,2026-02-15,C0138,P009,4,0.15,10196.6,5,Net Banking,Customer_0138,Pune,Professional,32,Webcam,Electronics,2999,1800.3
O00821,2026-03-21,C0300,P008,3,0.15,5862.45,5,UPI,Customer_0300,Bengaluru,Student,39,USB-C Hub,Electronics,2299,901.7
O00822,2026-04-24,C0189,P020,3,0.1,12147.3,4,Credit Card,Customer_0189,Mumbai,Business,27,Coffee Maker,Home Appliances,4499,2935.15
O00823,2026-03-19,C0156,P001,1,0.0,1999.0,5,Credit Card,Customer_0156,Madurai,Business,26,Wireless Earbuds,Electronics,1999,524.59
O00824,2026-03-30,C0129,P020,3,0.15,11472.45,5,Cash,Customer_0129,Coimbatore,Business,24,Coffee Maker,Home Appliances,4499,2151.83
O00825,2026-08-31,C0237,P025,4,0.1,5396.4,1,Cash,Customer_0237,Delhi,Student,40,Perfume,Beauty,1499,1191.84
O00826,2026-07-24,C0078,P013,3,0.05,4272.15,5,Net Banking,Customer_0078,Coimbatore,Student,52,Backpack,Accessories,1499,1216.73
O00827,2026-04-06,C0215,P017,2,0.15,12748.3,5,Cash,Customer_0215,Bengaluru,Business,31,Study Table,Furniture,7499,1554.19
O00828,2026-04-12,C0094,P018,2,0.05,2468.1,5,Cash,Customer_0094,Hyderabad,Student,50,Desk Lamp,Home,1299,546.63
O00829,2026-08-01,C0243,P004,4,0.05,5696.2,4,Cash,Customer_0243,Delhi,Professional,19,Power Bank,Electronics,1499,1249.07
O00830,2026-06-10,C0213,P002,2,0.1,4498.2,4,Net Banking,Customer_0213,Chennai,Business,27,Bluetooth Speaker,Electronics,2499,1111.32
O00831,2026-07-27,C0015,P029,3,0.15,2292.45,4,UPI,Customer_0015,Bengaluru,Professional,23,Table Clock,Home,899,319.03
O00832,2026-02-16,C0150,P028,2,0.1,898.2,3,Cash,Customer_0150,Mumbai,Student,51,Calculator,Stationery,499,131.21
O00833,2026-06-08,C0251,P001,4,0.1,7196.4,5,Cash,Customer_0251,Coimbatore,Student,30,Wireless Earbuds,Electronics,1999,1930.44
O00834,2026-02-18,C0043,P018,3,0.0,3897.0,3,Net Banking,Customer_0043,Bengaluru,Business,52,Desk Lamp,Home,1299,1064.11
O00835,2026-01-06,C0143,P011,2,0.0,5998.0,4,Credit Card,Customer_0143,Pune,Student,25,Running Shoes,Fashion,2999,951.06
O00836,2026-07-03,C0161,P023,4,0.0,3196.0,4,Credit Card,Customer_0161,Coimbatore,Professional,55,Moisturizer,Beauty,799,784.66
O00837,2026-01-04,C0166,P025,4,0.05,5696.2,4,Debit Card,Customer_0166,Pune,Student,33,Perfume,Beauty,1499,1525.35
O00838,2026-07-21,C0009,P019,4,0.1,2516.4,4,UPI,Customer_0009,Madurai,Student,28,Water Bottle,Home,699,713.29
O00839,2026-03-26,C0102,P010,1,0.05,664.05,2,Cash,Customer_0102,Mumbai,Student,37,Phone Case,Accessories,699,182.52
O00840,2026-01-19,C0275,P007,4,0.05,6076.2,4,Debit Card,Customer_0275,Madurai,Business,23,Laptop Stand,Electronics,1599,1611.92
O00841,2026-07-29,C0056,P017,4,0.0,29996.0,3,Credit Card,Customer_0056,Bengaluru,Business,26,Study Table,Furniture,7499,6949.34
O00842,2026-04-09,C0097,P030,4,0.05,11396.2,5,UPI,Customer_0097,Mumbai,Student,54,Travel Bag,Accessories,2999,2060.45
O00843,2026-02-20,C0200,P020,4,0.0,17996.0,5,Credit Card,Customer_0200,Mumbai,Business,28,Coffee Maker,Home Appliances,4499,4263.3
O00844,2026-05-02,C0046,P029,4,0.1,3236.4,5,Credit Card,Customer_0046,Hyderabad,Professional,18,Table Clock,Home,899,788.17
O00845,2026-06-11,C0119,P026,1,0.0,199.0,4,Debit Card,Customer_0119,Bengaluru,Business,45,Notebook,Stationery,199,46.53
O00846,2026-02-20,C0244,P021,3,0.0,1497.0,5,Credit Card,Customer_0244,Bengaluru,Professional,32,Face Wash,Beauty,499,182.02
O00847,2026-09-07,C0066,P002,1,0.05,2374.05,5,Debit Card,Customer_0066,Chennai,Student,21,Bluetooth Speaker,Electronics,2499,673.05
O00848,2026-01-04,C0282,P003,2,0.1,6298.2,5,Cash,Customer_0282,Madurai,Business,55,Smart Watch,Electronics,3499,1657.62
O00849,2026-07-22,C0146,P016,2,0.0,17998.0,5,Net Banking,Customer_0146,Mumbai,Professional,38,Office Chair,Furniture,8999,4283.57
O00850,2026-07-20,C0076,P004,4,0.05,5696.2,4,UPI,Customer_0076,Bengaluru,Student,43,Power Bank,Electronics,1499,719.82
O00851,2026-03-05,C0230,P010,2,0.15,1188.3,3,Net Banking,Customer_0230,Madurai,Business,52,Phone Case,Accessories,699,191.39
O00852,2026-03-28,C0140,P017,1,0.0,7499.0,4,Credit Card,Customer_0140,Mumbai,Professional,35,Study Table,Furniture,7499,2056.4
O00853,2026-06-29,C0111,P013,1,0.05,1424.05,4,Debit Card,Customer_0111,Chennai,Business,53,Backpack,Accessories,1499,202.21
O00854,2026-05-23,C0169,P024,3,0.15,1527.45,5,UPI,Customer_0169,Coimbatore,Professional,22,Sunscreen,Beauty,599,385.75
O00855,2026-06-26,C0275,P024,4,0.1,2156.4,5,Debit Card,Customer_0275,Madurai,Business,23,Sunscreen,Beauty,599,437.87
O00856,2026-08-19,C0043,P003,1,0.15,2974.15,5,Net Banking,Customer_0043,Bengaluru,Business,52,Smart Watch,Electronics,3499,634.48
O00857,2026-03-17,C0145,P007,4,0.05,6076.2,5,Net Banking,Customer_0145,Madurai,Student,24,Laptop Stand,Electronics,1599,1225.58
O00858,2026-03-31,C0046,P028,3,0.15,1272.45,4,Net Banking,Customer_0046,Hyderabad,Professional,18,Calculator,Stationery,499,155.95
O00859,2026-08-23,C0179,P008,2,0.0,4598.0,5,Cash,Customer_0179,Pune,Professional,50,USB-C Hub,Electronics,2299,1249.23
O00860,2026-03-17,C0261,P012,3,0.1,6747.3,4,Net Banking,Customer_0261,Bengaluru,Student,54,Casual Sneakers,Fashion,2499,1199.76
O00861,2026-04-08,C0105,P021,2,0.0,998.0,5,Debit Card,Customer_0105,Bengaluru,Student,52,Face Wash,Beauty,499,212.12
O00862,2026-07-18,C0156,P013,2,0.1,2698.2,5,Net Banking,Customer_0156,Madurai,Business,26,Backpack,Accessories,1499,639.28
O00863,2026-07-29,C0176,P019,4,0.05,2656.2,5,Cash,Customer_0176,Delhi,Student,53,Water Bottle,Home,699,372.29
O00864,2026-07-16,C0288,P013,2,0.1,2698.2,4,Debit Card,Customer_0288,Delhi,Business,37,Backpack,Accessories,1499,489.31
O00865,2026-01-29,C0268,P018,1,0.0,1299.0,2,Credit Card,Customer_0268,Madurai,Student,33,Desk Lamp,Home,1299,267.23
O00866,2026-02-15,C0207,P022,1,0.05,664.05,3,Credit Card,Customer_0207,Pune,Professional,42,Shampoo,Beauty,699,194.57
O00867,2026-01-26,C0114,P007,1,0.15,1359.15,5,Net Banking,Customer_0114,Bengaluru,Business,53,Laptop Stand,Electronics,1599,360.67
O00868,2026-06-09,C0262,P018,3,0.0,3897.0,4,Net Banking,Customer_0262,Madurai,Professional,48,Desk Lamp,Home,1299,477.22
O00869,2026-07-03,C0230,P023,1,0.0,799.0,5,Credit Card,Customer_0230,Madurai,Business,52,Moisturizer,Beauty,799,183.43
O00870,2026-06-17,C0044,P006,4,0.0,15996.0,4,UPI,Customer_0044,Madurai,Business,39,Mechanical Keyboard,Electronics,3999,3490.77
O00871,2026-04-03,C0144,P021,4,0.1,1796.4,5,UPI,Customer_0144,Madurai,Student,55,Face Wash,Beauty,499,275.83
O00872,2026-07-30,C0260,P030,3,0.0,8997.0,5,Debit Card,Customer_0260,Hyderabad,Business,49,Travel Bag,Accessories,2999,2276.48
O00873,2026-01-20,C0224,P006,2,0.0,7998.0,3,Credit Card,Customer_0224,Pune,Business,45,Mechanical Keyboard,Electronics,3999,1463.41
O00874,2026-05-17,C0113,P025,4,0.05,5696.2,4,Credit Card,Customer_0113,Hyderabad,Professional,25,Perfume,Beauty,1499,821.16
O00875,2026-05-26,C0176,P030,2,0.15,5098.3,5,Net Banking,Customer_0176,Delhi,Student,53,Travel Bag,Accessories,2999,1065.2
O00876,2026-04-02,C0093,P030,4,0.15,10196.6,5,Credit Card,Customer_0093,Delhi,Business,51,Travel Bag,Accessories,2999,2771.88
O00877,2026-07-22,C0239,P007,2,0.15,2718.3,4,Credit Card,Customer_0239,Madurai,Business,18,Laptop Stand,Electronics,1599,405.54
O00878,2026-05-17,C0259,P021,4,0.1,1796.4,5,Net Banking,Customer_0259,Chennai,Business,36,Face Wash,Beauty,499,536.43
O00879,2026-03-25,C0120,P015,3,0.15,4587.45,5,Cash,Customer_0120,Madurai,Student,18,Hoodie,Fashion,1799,818.57
O00880,2026-07-31,C0106,P001,3,0.05,5697.15,5,Credit Card,Customer_0106,Coimbatore,Business,34,Wireless Earbuds,Electronics,1999,1331.39
O00881,2026-04-07,C0177,P028,3,0.1,1347.3,5,Cash,Customer_0177,Coimbatore,Student,47,Calculator,Stationery,499,259.26
O00882,2026-09-03,C0221,P027,4,0.0,996.0,5,Debit Card,Customer_0221,Bengaluru,Business,33,Pen Set,Stationery,249,282.39
O00883,2026-06-02,C0264,P014,1,0.05,759.05,5,Debit Card,Customer_0264,Chennai,Professional,48,T-Shirt,Fashion,799,202.76
O00884,2026-01-02,C0034,P001,3,0.05,5697.15,4,Debit Card,Customer_0034,Coimbatore,Business,53,Wireless Earbuds,Electronics,1999,880.51
O00885,2026-01-06,C0021,P002,3,0.05,7122.15,3,Cash,Customer_0021,Delhi,Business,41,Bluetooth Speaker,Electronics,2499,1656.28
O00886,2026-04-02,C0286,P016,2,0.05,17098.1,4,Net Banking,Customer_0286,Chennai,Student,37,Office Chair,Furniture,8999,4369.79
O00887,2026-03-05,C0226,P005,2,0.1,2338.2,5,UPI,Customer_0226,Pune,Student,44,Gaming Mouse,Electronics,1299,314.51
O00888,2026-05-27,C0004,P011,4,0.05,11396.2,5,Debit Card,Customer_0004,Bengaluru,Business,45,Running Shoes,Fashion,2999,2427.44
O00889,2026-07-22,C0152,P016,4,0.05,34196.2,4,Net Banking,Customer_0152,Bengaluru,Business,39,Office Chair,Furniture,8999,8828.54
O00890,2026-07-29,C0216,P012,1,0.1,2249.1,2,Net Banking,Customer_0216,Delhi,Business,34,Casual Sneakers,Fashion,2499,568.11
O00891,2026-04-08,C0273,P021,1,0.0,499.0,5,Debit Card,Customer_0273,Chennai,Business,24,Face Wash,Beauty,499,79.25
O00892,2026-03-31,C0083,P006,4,0.15,13596.6,5,UPI,Customer_0083,Chennai,Student,33,Mechanical Keyboard,Electronics,3999,2556.64
O00893,2026-08-11,C0027,P011,2,0.0,5998.0,5,Cash,Customer_0027,Coimbatore,Business,38,Running Shoes,Fashion,2999,1202.85
O00894,2026-01-14,C0029,P010,3,0.0,2097.0,4,Net Banking,Customer_0029,Pune,Professional,35,Phone Case,Accessories,699,353.42
O00895,2026-02-08,C0114,P002,3,0.05,7122.15,3,Cash,Customer_0114,Bengaluru,Business,53,Bluetooth Speaker,Electronics,2499,951.58
O00896,2026-09-06,C0210,P023,4,0.0,3196.0,4,Debit Card,Customer_0210,Chennai,Professional,32,Moisturizer,Beauty,799,864.24
O00897,2026-07-21,C0239,P002,4,0.05,9496.2,3,UPI,Customer_0239,Madurai,Business,18,Bluetooth Speaker,Electronics,2499,1753.38
O00898,2026-05-02,C0227,P005,1,0.15,1104.15,4,Cash,Customer_0227,Delhi,Student,45,Gaming Mouse,Electronics,1299,177.72
O00899,2026-05-09,C0244,P015,4,0.05,6836.2,5,Cash,Customer_0244,Bengaluru,Professional,32,Hoodie,Fashion,1799,934.27
O00900,2026-05-24,C0072,P010,2,0.15,1188.3,4,Net Banking,Customer_0072,Mumbai,Student,24,Phone Case,Accessories,699,240.26
O00901,2026-02-20,C0257,P018,2,0.05,2468.1,3,Cash,Customer_0257,Hyderabad,Professional,18,Desk Lamp,Home,1299,604.92
O00902,2026-03-24,C0129,P020,1,0.0,4499.0,5,Cash,Customer_0129,Coimbatore,Business,24,Coffee Maker,Home Appliances,4499,1131.47
O00903,2026-04-04,C0239,P004,3,0.05,4272.15,4,Net Banking,Customer_0239,Madurai,Business,18,Power Bank,Electronics,1499,1271.94
O00904,2026-06-17,C0009,P023,1,0.1,719.1,4,Debit Card,Customer_0009,Madurai,Student,28,Moisturizer,Beauty,799,140.25
O00905,2026-06-07,C0148,P006,4,0.05,15196.2,4,Credit Card,Customer_0148,Bengaluru,Professional,54,Mechanical Keyboard,Electronics,3999,2758.63
O00906,2026-02-21,C0135,P001,3,0.05,5697.15,5,UPI,Customer_0135,Madurai,Student,24,Wireless Earbuds,Electronics,1999,1409.31
O00907,2026-01-29,C0174,P028,1,0.05,474.05,5,Credit Card,Customer_0174,Bengaluru,Professional,32,Calculator,Stationery,499,136.0
O00908,2026-08-11,C0059,P015,3,0.0,5397.0,4,UPI,Customer_0059,Mumbai,Student,52,Hoodie,Fashion,1799,679.22
O00909,2026-03-20,C0287,P027,4,0.15,846.6,2,Credit Card,Customer_0287,Madurai,Professional,25,Pen Set,Stationery,249,218.21
O00910,2026-07-09,C0186,P002,2,0.05,4748.1,5,Debit Card,Customer_0186,Coimbatore,Professional,39,Bluetooth Speaker,Electronics,2499,760.18
O00911,2026-05-21,C0095,P001,4,0.05,7596.2,5,UPI,Customer_0095,Bengaluru,Student,22,Wireless Earbuds,Electronics,1999,1648.43
O00912,2026-04-07,C0040,P011,1,0.1,2699.1,4,Debit Card,Customer_0040,Mumbai,Business,22,Running Shoes,Fashion,2999,356.67
O00913,2026-02-21,C0241,P013,3,0.0,4497.0,4,UPI,Customer_0241,Mumbai,Professional,53,Backpack,Accessories,1499,1229.13
O00914,2026-01-18,C0244,P017,4,0.1,26996.4,5,Debit Card,Customer_0244,Bengaluru,Professional,32,Study Table,Furniture,7499,3313.37
O00915,2026-08-10,C0161,P020,1,0.0,4499.0,4,Cash,Customer_0161,Coimbatore,Professional,55,Coffee Maker,Home Appliances,4499,1118.13
O00916,2026-03-01,C0211,P018,4,0.0,5196.0,5,Cash,Customer_0211,Bengaluru,Business,20,Desk Lamp,Home,1299,1390.05
O00917,2026-08-10,C0132,P019,1,0.05,664.05,4,Cash,Customer_0132,Hyderabad,Professional,19,Water Bottle,Home,699,155.02
O00918,2026-05-24,C0140,P015,1,0.0,1799.0,4,Net Banking,Customer_0140,Mumbai,Professional,35,Hoodie,Fashion,1799,349.56
O00919,2026-03-20,C0127,P002,3,0.15,6372.45,4,Credit Card,Customer_0127,Chennai,Professional,41,Bluetooth Speaker,Electronics,2499,1871.27
O00920,2026-01-05,C0280,P018,3,0.1,3507.3,4,Debit Card,Customer_0280,Madurai,Business,36,Desk Lamp,Home,1299,677.96
O00921,2026-03-02,C0274,P017,3,0.0,22497.0,5,Cash,Customer_0274,Coimbatore,Business,31,Study Table,Furniture,7499,4570.35
O00922,2026-08-16,C0152,P030,1,0.1,2699.1,4,Debit Card,Customer_0152,Bengaluru,Business,39,Travel Bag,Accessories,2999,778.2
O00923,2026-08-18,C0187,P011,4,0.05,11396.2,3,Cash,Customer_0187,Pune,Business,23,Running Shoes,Fashion,2999,3308.62
O00924,2026-05-14,C0069,P029,2,0.15,1528.3,4,Credit Card,Customer_0069,Coimbatore,Professional,49,Table Clock,Home,899,389.63
O00925,2026-04-20,C0147,P029,3,0.1,2427.3,4,Credit Card,Customer_0147,Mumbai,Business,50,Table Clock,Home,899,704.08
O00926,2026-02-22,C0258,P011,2,0.05,5698.1,5,Debit Card,Customer_0258,Hyderabad,Professional,20,Running Shoes,Fashion,2999,1493.3
O00927,2026-06-26,C0175,P028,2,0.15,848.3,5,Credit Card,Customer_0175,Hyderabad,Business,51,Calculator,Stationery,499,151.14
O00928,2026-06-17,C0297,P029,2,0.1,1618.2,3,Net Banking,Customer_0297,Mumbai,Business,49,Table Clock,Home,899,251.42
O00929,2026-08-31,C0106,P017,1,0.05,7124.05,4,Credit Card,Customer_0106,Coimbatore,Business,34,Study Table,Furniture,7499,1554.67
O00930,2026-07-06,C0274,P007,1,0.1,1439.1,5,Cash,Customer_0274,Coimbatore,Business,31,Laptop Stand,Electronics,1599,412.5
O00931,2026-09-04,C0232,P021,4,0.1,1796.4,4,Debit Card,Customer_0232,Madurai,Professional,33,Face Wash,Beauty,499,242.43
O00932,2026-02-08,C0287,P008,2,0.0,4598.0,3,UPI,Customer_0287,Madurai,Professional,25,USB-C Hub,Electronics,2299,734.78
O00933,2026-07-15,C0079,P015,3,0.05,5127.15,5,Credit Card,Customer_0079,Delhi,Student,45,Hoodie,Fashion,1799,1455.47
O00934,2026-06-25,C0244,P022,1,0.1,629.1,3,Cash,Customer_0244,Bengaluru,Professional,32,Shampoo,Beauty,699,79.79
O00935,2026-02-04,C0019,P023,4,0.1,2876.4,4,Cash,Customer_0019,Madurai,Student,32,Moisturizer,Beauty,799,661.5
O00936,2026-05-06,C0089,P017,4,0.05,28496.2,4,Credit Card,Customer_0089,Delhi,Student,30,Study Table,Furniture,7499,7796.9
O00937,2026-01-09,C0295,P006,4,0.0,15996.0,5,Cash,Customer_0295,Chennai,Student,48,Mechanical Keyboard,Electronics,3999,3653.84
